kode_pos,provinsi,kota_kabupaten,kecamatan,kelurahan_desa,kelurahan_desa_id
59315,Jawa Tengah,Kudus,Kudus,Kerjasan,33.19.02.1017
59314,Jawa Tengah,Kudus,Kudus,Kajeksan,33.19.02.1018
59316,Jawa Tengah,Kudus,Kudus,Janggalan,33.19.02.2002
59317,Jawa Tengah,Kudus,Kudus,Demangan,33.19.02.2003
59319,Jawa Tengah,Kudus,Kudus,Mlati Lor,33.19.02.2010
59311,Jawa Tengah,Kudus,Kudus,Nganguk,33.19.02.2011
59312,Jawa Tengah,Kudus,Kudus,Kramat,33.19.02.2012
59313,Jawa Tengah,Kudus,Kudus,Demaan,33.19.02.2013
59315,Jawa Tengah,Kudus,Kudus,Langgardalem,33.19.02.2014
59315,Jawa Tengah,Kudus,Kudus,Kauman,33.19.02.2015
59316,Jawa Tengah,Kudus,Kudus,Damaran,33.19.02.2016
59314,Jawa Tengah,Kudus,Kudus,Krandon,33.19.02.2019
59314,Jawa Tengah,Kudus,Kudus,Singocandi,33.19.02.2020
59313,Jawa Tengah,Kudus,Kudus,Glantengan,33.19.02.2021
59312,Jawa Tengah,Kudus,Kudus,Kaliputu,33.19.02.2022
59312,Jawa Tengah,Kudus,Kudus,Barongan,33.19.02.2023
59311,Jawa Tengah,Kudus,Kudus,Burikan,33.19.02.2024
59311,Jawa Tengah,Kudus,Kudus,Rendeng,33.19.02.2025
59349,Jawa Tengah,Kudus,Jati,Jetiskapuan,33.19.03.2001
59349,Jawa Tengah,Kudus,Jati,Tanjungkarang,33.19.03.2002
59346,Jawa Tengah,Kudus,Jati,Jati Wetan,33.19.03.2003
59349,Jawa Tengah,Kudus,Jati,Pasuruhan Kidul,33.19.03.2004
59349,Jawa Tengah,Kudus,Jati,Pasuruhan Lor,33.19.03.2005
59348,Jawa Tengah,Kudus,Jati,Ploso,33.19.03.2006
59347,Jawa Tengah,Kudus,Jati,Jati Kulon,33.19.03.2007
59343,Jawa Tengah,Kudus,Jati,Getaspejaten,33.19.03.2008
59344,Jawa Tengah,Kudus,Jati,Loram Kulon,33.19.03.2009
59344,Jawa Tengah,Kudus,Jati,Loram Wetan,33.19.03.2010
59349,Jawa Tengah,Kudus,Jati,Jepangpakis,33.19.03.2011
59342,Jawa Tengah,Kudus,Jati,Megawon,33.19.03.2012
59341,Jawa Tengah,Kudus,Jati,Ngembal Kulon,33.19.03.2013
59349,Jawa Tengah,Kudus,Jati,Tumpangkrasak,33.19.03.2014
59372,Jawa Tengah,Kudus,Undaan,Wonosoco,33.19.04.2001
59372,Jawa Tengah,Kudus,Undaan,Lambangan,33.19.04.2002
59372,Jawa Tengah,Kudus,Undaan,Kalirejo,33.19.04.2003
59372,Jawa Tengah,Kudus,Undaan,Medini,33.19.04.2004
59372,Jawa Tengah,Kudus,Undaan,Sambung,33.19.04.2005
59372,Jawa Tengah,Kudus,Undaan,Glagahwaru,33.19.04.2006
59372,Jawa Tengah,Kudus,Undaan,Kutuk,33.19.04.2007
59372,Jawa Tengah,Kudus,Undaan,Undaan Kidul,33.19.04.2008
59372,Jawa Tengah,Kudus,Undaan,Undaan Tengah,33.19.04.2009
59372,Jawa Tengah,Kudus,Undaan,Karangrowo,33.19.04.2010
59372,Jawa Tengah,Kudus,Undaan,Larikrejo,33.19.04.2011
59372,Jawa Tengah,Kudus,Undaan,Undaan Lor,33.19.04.2012
59372,Jawa Tengah,Kudus,Undaan,Wates,33.19.04.2013
59372,Jawa Tengah,Kudus,Undaan,Ngemplak,33.19.04.2014
59372,Jawa Tengah,Kudus,Undaan,Terangmas,33.19.04.2015
59372,Jawa Tengah,Kudus,Undaan,Berugenjang,33.19.04.2016
59381,Jawa Tengah,Kudus,Mejobo,Gulang,33.19.05.2001
59381,Jawa Tengah,Kudus,Mejobo,Jepang,33.19.05.2002
59381,Jawa Tengah,Kudus,Mejobo,Payaman,33.19.05.2003
59381,Jawa Tengah,Kudus,Mejobo,Kirig,33.19.05.2004
59381,Jawa Tengah,Kudus,Mejobo,Temulus,33.19.05.2005
59381,Jawa Tengah,Kudus,Mejobo,Kesambi,33.19.05.2006
59381,Jawa Tengah,Kudus,Mejobo,Jojo,33.19.05.2007
59381,Jawa Tengah,Kudus,Mejobo,Hadiwarno,33.19.05.2008
59381,Jawa Tengah,Kudus,Mejobo,Mejobo,33.19.05.2009
59381,Jawa Tengah,Kudus,Mejobo,Golantepus,33.19.05.2010
59381,Jawa Tengah,Kudus,Mejobo,Tenggeles,33.19.05.2011
59382,Jawa Tengah,Kudus,Jekulo,Sadang,33.19.06.2001
59382,Jawa Tengah,Kudus,Jekulo,Bulungcangkring,33.19.06.2002
59382,Jawa Tengah,Kudus,Jekulo,Bulung Kulon,33.19.06.2003
59382,Jawa Tengah,Kudus,Jekulo,Sidomulyo,33.19.06.2004
59382,Jawa Tengah,Kudus,Jekulo,Gondoharum,33.19.06.2005
59382,Jawa Tengah,Kudus,Jekulo,Terban,33.19.06.2006
59382,Jawa Tengah,Kudus,Jekulo,Pladen,33.19.06.2007
59382,Jawa Tengah,Kudus,Jekulo,Klaling,33.19.06.2008
59382,Jawa Tengah,Kudus,Jekulo,Jekulo,33.19.06.2009
59382,Jawa Tengah,Kudus,Jekulo,Hadipolo,33.19.06.2010
59382,Jawa Tengah,Kudus,Jekulo,Honggosoco,33.19.06.2011
59382,Jawa Tengah,Kudus,Jekulo,Tanjungrejo,33.19.06.2012
59321,Jawa Tengah,Kudus,Bae,Dersalam,33.19.07.2001
59322,Jawa Tengah,Kudus,Bae,Ngembalrejo,33.19.07.2002
59323,Jawa Tengah,Kudus,Bae,Karangbener,33.19.07.2003
59327,Jawa Tengah,Kudus,Bae,Gondangmanis,33.19.07.2004
59324,Jawa Tengah,Kudus,Bae,Pedawang,33.19.07.2005
59325,Jawa Tengah,Kudus,Bae,Bacin,33.19.07.2006
59326,Jawa Tengah,Kudus,Bae,Panjang,33.19.07.2007
59327,Jawa Tengah,Kudus,Bae,Peganjaran,33.19.07.2008
59327,Jawa Tengah,Kudus,Bae,Purworejo,33.19.07.2009
59327,Jawa Tengah,Kudus,Bae,Bae,33.19.07.2010
59333,Jawa Tengah,Kudus,Gebog,Gribig,33.19.08.2001
59333,Jawa Tengah,Kudus,Gebog,Klumpit,33.19.08.2002
59333,Jawa Tengah,Kudus,Gebog,Getassrabi,33.19.08.2003
59333,Jawa Tengah,Kudus,Gebog,Padurenan,33.19.08.2004
59333,Jawa Tengah,Kudus,Gebog,Karangmalang,33.19.08.2005
59333,Jawa Tengah,Kudus,Gebog,Besito,33.19.08.2006
59333,Jawa Tengah,Kudus,Gebog,Jurang,33.19.08.2007
59333,Jawa Tengah,Kudus,Gebog,Gondosari,33.19.08.2008
59333,Jawa Tengah,Kudus,Gebog,Kedungsari,33.19.08.2009
59333,Jawa Tengah,Kudus,Gebog,Menawan,33.19.08.2010
59333,Jawa Tengah,Kudus,Gebog,Rahtawu,33.19.08.2011
59353,Jawa Tengah,Kudus,Dawe,Samirejo,33.19.09.2001
59353,Jawa Tengah,Kudus,Dawe,Cendono,33.19.09.2002
59353,Jawa Tengah,Kudus,Dawe,Margorejo,33.19.09.2003
59353,Jawa Tengah,Kudus,Dawe,Rejosari,33.19.09.2004
59353,Jawa Tengah,Kudus,Dawe,Kandangmas,33.19.09.2005
59353,Jawa Tengah,Kudus,Dawe,Glagah Kulon,33.19.09.2006
59353,Jawa Tengah,Kudus,Dawe,Tergo,33.19.09.2007
59353,Jawa Tengah,Kudus,Dawe,Cranggang,33.19.09.2008
59353,Jawa Tengah,Kudus,Dawe,Lau,33.19.09.2009
59353,Jawa Tengah,Kudus,Dawe,Piji,33.19.09.2010
59353,Jawa Tengah,Kudus,Dawe,Puyoh,33.19.09.2011
59353,Jawa Tengah,Kudus,Dawe,Soco,33.19.09.2012
59353,Jawa Tengah,Kudus,Dawe,Ternadi,33.19.09.2013
59353,Jawa Tengah,Kudus,Dawe,Kajar,33.19.09.2014
59353,Jawa Tengah,Kudus,Dawe,Kuwukan,33.19.09.2015
59353,Jawa Tengah,Kudus,Dawe,Dukuhwaringin,33.19.09.2016
59353,Jawa Tengah,Kudus,Dawe,Japan,33.19.09.2017
59353,Jawa Tengah,Kudus,Dawe,Colo,33.19.09.2018
59463,Jawa Tengah,Jepara,Kedung,Kedungmalang,33.20.01.2001
59463,Jawa Tengah,Jepara,Kedung,Kalianyar,33.20.01.2002
59463,Jawa Tengah,Jepara,Kedung,Karangaji,33.20.01.2003
59463,Jawa Tengah,Jepara,Kedung,Tedunan,33.20.01.2004
59463,Jawa Tengah,Jepara,Kedung,Sowan Lor,33.20.01.2005
59463,Jawa Tengah,Jepara,Kedung,Sowan Kidul,33.20.01.2006
59463,Jawa Tengah,Jepara,Kedung,Wanusobo,33.20.01.2007
59463,Jawa Tengah,Jepara,Kedung,Surodadi,33.20.01.2008
59463,Jawa Tengah,Jepara,Kedung,Panggung,33.20.01.2009
59463,Jawa Tengah,Jepara,Kedung,Bulak Baru,33.20.01.2010
59463,Jawa Tengah,Jepara,Kedung,Jondang,33.20.01.2011
59463,Jawa Tengah,Jepara,Kedung,Bugel,33.20.01.2012
59463,Jawa Tengah,Jepara,Kedung,Dongos,33.20.01.2013
59463,Jawa Tengah,Jepara,Kedung,Menganti,33.20.01.2014
59463,Jawa Tengah,Jepara,Kedung,Kerso,33.20.01.2015
59463,Jawa Tengah,Jepara,Kedung,Tanggul Tlare,33.20.01.2016
59463,Jawa Tengah,Jepara,Kedung,Rau,33.20.01.2017
59463,Jawa Tengah,Jepara,Kedung,Sukosono,33.20.01.2018
59460,Jawa Tengah,Jepara,Pecangaan,Kaliombo,33.20.02.2001
59460,Jawa Tengah,Jepara,Pecangaan,Karangrandu,33.20.02.2002
59460,Jawa Tengah,Jepara,Pecangaan,Gerdu,33.20.02.2003
59460,Jawa Tengah,Jepara,Pecangaan,Pecangaan Kulon,33.20.02.2004
59460,Jawa Tengah,Jepara,Pecangaan,Rengging,33.20.02.2005
59460,Jawa Tengah,Jepara,Pecangaan,Troso,33.20.02.2006
59460,Jawa Tengah,Jepara,Pecangaan,Ngeling,33.20.02.2007
59460,Jawa Tengah,Jepara,Pecangaan,Pulodarat,33.20.02.2008
59460,Jawa Tengah,Jepara,Pecangaan,Lebuawu,33.20.02.2009
59460,Jawa Tengah,Jepara,Pecangaan,Gemulung,33.20.02.2010
59460,Jawa Tengah,Jepara,Pecangaan,Pecangaan Wetan,33.20.02.2011
59460,Jawa Tengah,Jepara,Pecangaan,Krasak,33.20.02.2012
59464,Jawa Tengah,Jepara,Welahan,Ujung Pandan,33.20.03.2001
59464,Jawa Tengah,Jepara,Welahan,Karanganyar,33.20.03.2002
59464,Jawa Tengah,Jepara,Welahan,Guwosobokerto,33.20.03.2003
59464,Jawa Tengah,Jepara,Welahan,Kedungsarimulyo,33.20.03.2004
59464,Jawa Tengah,Jepara,Welahan,Bugo,33.20.03.2005
59464,Jawa Tengah,Jepara,Welahan,Welahan,33.20.03.2006
59464,Jawa Tengah,Jepara,Welahan,Gedangan,33.20.03.2007
59464,Jawa Tengah,Jepara,Welahan,Ketilengsingolelo,33.20.03.2008
59464,Jawa Tengah,Jepara,Welahan,Kalipucang Wetan,33.20.03.2009
59464,Jawa Tengah,Jepara,Welahan,Kalipucang Kulon,33.20.03.2010
59464,Jawa Tengah,Jepara,Welahan,Gidanglelo,
59464,Jawa Tengah,Jepara,Welahan,Kendengsidialit,33.20.03.2012
59464,Jawa Tengah,Jepara,Welahan,Sidigede,33.20.03.2013
59464,Jawa Tengah,Jepara,Welahan,Teluk Wetan,33.20.03.2014
59464,Jawa Tengah,Jepara,Welahan,Brantak Sekarjati,33.20.03.2015
59465,Jawa Tengah,Jepara,Mayong,Mayong Lor,33.20.04.2001
59465,Jawa Tengah,Jepara,Mayong,Tigojuru,
59465,Jawa Tengah,Jepara,Mayong,Paren,33.20.04.2003
59465,Jawa Tengah,Jepara,Mayong,Kuanyar,33.20.04.2004
59465,Jawa Tengah,Jepara,Mayong,Pelang,33.20.04.2005
59465,Jawa Tengah,Jepara,Mayong,Sengonbugel,33.20.04.2006
59465,Jawa Tengah,Jepara,Mayong,Jebol,33.20.04.2007
59465,Jawa Tengah,Jepara,Mayong,Singorojo,33.20.04.2008
59465,Jawa Tengah,Jepara,Mayong,Pelemkerep,33.20.04.2009
59465,Jawa Tengah,Jepara,Mayong,Buaran,33.20.04.2010
59465,Jawa Tengah,Jepara,Mayong,Ngroto,33.20.04.2011
59465,Jawa Tengah,Jepara,Mayong,Rajekwesi,33.20.04.2012
59465,Jawa Tengah,Jepara,Mayong,Datar,33.20.04.2013
59465,Jawa Tengah,Jepara,Mayong,Pule,33.20.04.2014
59465,Jawa Tengah,Jepara,Mayong,Bandung,33.20.04.2015
59465,Jawa Tengah,Jepara,Mayong,Bungu,33.20.04.2016
59465,Jawa Tengah,Jepara,Mayong,Pancur,33.20.04.2017
59465,Jawa Tengah,Jepara,Mayong,Mayong Kidul,33.20.04.2018
59461,Jawa Tengah,Jepara,Batealit,Geneng,33.20.05.2001
59461,Jawa Tengah,Jepara,Batealit,Raguklampitan,33.20.05.2002
59461,Jawa Tengah,Jepara,Batealit,Ngasem,33.20.05.2003
59461,Jawa Tengah,Jepara,Batealit,Bawu,33.20.05.2004
59461,Jawa Tengah,Jepara,Batealit,Mindahan,33.20.05.2005
59461,Jawa Tengah,Jepara,Batealit,Somosari,33.20.05.2006
59461,Jawa Tengah,Jepara,Batealit,Batealit,33.20.05.2007
59461,Jawa Tengah,Jepara,Batealit,Bringin,33.20.05.2008
59461,Jawa Tengah,Jepara,Batealit,Bantrung,33.20.05.2009
59461,Jawa Tengah,Jepara,Batealit,Pekalongan,33.20.05.2010
59461,Jawa Tengah,Jepara,Batealit,Mindahan Kidul,33.20.05.2011
59411,Jawa Tengah,Jepara,Jepara,Karangkebagusan,33.20.06.1001
59419,Jawa Tengah,Jepara,Jepara,Demaan,33.20.06.1002
59412,Jawa Tengah,Jepara,Jepara,Potroyudan,33.20.06.1003
59413,Jawa Tengah,Jepara,Jepara,Bapangan,33.20.06.1004
59414,Jawa Tengah,Jepara,Jepara,Saripan,33.20.06.1005
59411,Jawa Tengah,Jepara,Jepara,Panggang,33.20.06.1006
59417,Jawa Tengah,Jepara,Jepara,Kauman,33.20.06.1007
59418,Jawa Tengah,Jepara,Jepara,Bulu,33.20.06.1008
59416,Jawa Tengah,Jepara,Jepara,Jobokuto,33.20.06.1009
59416,Jawa Tengah,Jepara,Jepara,Ujungbatu,33.20.06.1010
59415,Jawa Tengah,Jepara,Jepara,Pengkol,33.20.06.1011
59431,Jawa Tengah,Jepara,Jepara,Mulyoharjo,33.20.06.2012
59431,Jawa Tengah,Jepara,Jepara,Wonorejo,33.20.06.2013
59432,Jawa Tengah,Jepara,Jepara,Kedungcino,33.20.06.2014
59431,Jawa Tengah,Jepara,Jepara,Kuwasen,33.20.06.2015
59432,Jawa Tengah,Jepara,Jepara,Bandengan,33.20.06.2016
59452,Jawa Tengah,Jepara,Mlonggo,Mororejo,33.20.07.2001
59452,Jawa Tengah,Jepara,Mlonggo,Suwawal,33.20.07.2009
59452,Jawa Tengah,Jepara,Mlonggo,Sinanggul,33.20.07.2010
59452,Jawa Tengah,Jepara,Mlonggo,Jambu,33.20.07.2011
59452,Jawa Tengah,Jepara,Mlonggo,Srobyong,33.20.07.2012
59452,Jawa Tengah,Jepara,Mlonggo,Sekuro,33.20.07.2013
59452,Jawa Tengah,Jepara,Mlonggo,Karanggondang,33.20.07.2014
59452,Jawa Tengah,Jepara,Mlonggo,Jambu Timur,33.20.07.2015
59453,Jawa Tengah,Jepara,Bangsri,Guyangan,33.20.08.2001
59453,Jawa Tengah,Jepara,Bangsri,Kepuk,33.20.08.2002
59453,Jawa Tengah,Jepara,Bangsri,Papasan,33.20.08.2003
59453,Jawa Tengah,Jepara,Bangsri,Srikandang,33.20.08.2004
59453,Jawa Tengah,Jepara,Bangsri,Tengguli,33.20.08.2005
59453,Jawa Tengah,Jepara,Bangsri,Bangsri,33.20.08.2006
59453,Jawa Tengah,Jepara,Bangsri,Banjaran,33.20.08.2007
59453,Jawa Tengah,Jepara,Bangsri,Wedelan,33.20.08.2008
59453,Jawa Tengah,Jepara,Bangsri,Kedungleper,33.20.08.2009
59453,Jawa Tengah,Jepara,Bangsri,Jerukwangi,33.20.08.2010
59453,Jawa Tengah,Jepara,Bangsri,Bondo,33.20.08.2011
59453,Jawa Tengah,Jepara,Bangsri,Banjaragung,33.20.08.2012
59456,Jawa Tengah,Jepara,Keling,Tempur,33.20.09.2001
59456,Jawa Tengah,Jepara,Keling,Damarwulan,33.20.09.2002
59456,Jawa Tengah,Jepara,Keling,Kunir,33.20.09.2003
59456,Jawa Tengah,Jepara,Keling,Watuaji,33.20.09.2004
59456,Jawa Tengah,Jepara,Keling,Klepu,33.20.09.2005
59456,Jawa Tengah,Jepara,Keling,Tunahan,33.20.09.2006
59456,Jawa Tengah,Jepara,Keling,Kaligarang,33.20.09.2007
59456,Jawa Tengah,Jepara,Keling,Keling,33.20.09.2008
59456,Jawa Tengah,Jepara,Keling,Gelang,33.20.09.2009
59456,Jawa Tengah,Jepara,Keling,Jlegong,33.20.09.2010
59456,Jawa Tengah,Jepara,Keling,Kelet,33.20.09.2011
59456,Jawa Tengah,Jepara,Keling,Bumiharjo,33.20.09.2020
59455,Jawa Tengah,Jepara,Karimun Jawa,Karimunjawa,33.20.10.2001
59455,Jawa Tengah,Jepara,Karimun Jawa,Kemujan,33.20.10.2002
59455,Jawa Tengah,Jepara,Karimun Jawa,Parang,33.20.10.2003
59455,Jawa Tengah,Jepara,Karimun Jawa,Nyamuk,33.20.10.2004
59428,Jawa Tengah,Jepara,Tahunan,Ngabul,33.20.11.2001
59425,Jawa Tengah,Jepara,Tahunan,Langon,33.20.11.2002
59425,Jawa Tengah,Jepara,Tahunan,Sukodono,33.20.11.2003
59423,Jawa Tengah,Jepara,Tahunan,Petekeyan,33.20.11.2004
59422,Jawa Tengah,Jepara,Tahunan,Mangunan,33.20.11.2005
59423,Jawa Tengah,Jepara,Tahunan,Platar,33.20.11.2006
59424,Jawa Tengah,Jepara,Tahunan,Semat,33.20.11.2007
59427,Jawa Tengah,Jepara,Tahunan,Telukawur,33.20.11.2008
59422,Jawa Tengah,Jepara,Tahunan,Demangan,33.20.11.2009
59427,Jawa Tengah,Jepara,Tahunan,Tegalsambi,33.20.11.2010
59421,Jawa Tengah,Jepara,Tahunan,Mantingan,33.20.11.2011
59451,Jawa Tengah,Jepara,Tahunan,Tahunan,33.20.11.2012
59429,Jawa Tengah,Jepara,Tahunan,Kecapi,33.20.11.2013
59426,Jawa Tengah,Jepara,Tahunan,Senenan,33.20.11.2014
59421,Jawa Tengah,Jepara,Tahunan,Krapyak,33.20.11.2015
59466,Jawa Tengah,Jepara,Nalumsari,Blimbingrejo,33.20.12.2001
59466,Jawa Tengah,Jepara,Nalumsari,Tunggulpandean,33.20.12.2002
59466,Jawa Tengah,Jepara,Nalumsari,Pringtulis,33.20.12.2003
59466,Jawa Tengah,Jepara,Nalumsari,Jatisari,33.20.12.2004
59466,Jawa Tengah,Jepara,Nalumsari,Gemiring Kidul,33.20.12.2005
59466,Jawa Tengah,Jepara,Nalumsari,Gemiring Lor,33.20.12.2006
59466,Jawa Tengah,Jepara,Nalumsari,Nalumsari,33.20.12.2007
59466,Jawa Tengah,Jepara,Nalumsari,Tritis,33.20.12.2008
59466,Jawa Tengah,Jepara,Nalumsari,Daren,33.20.12.2009
59466,Jawa Tengah,Jepara,Nalumsari,Karangnongko,33.20.12.2010
59466,Jawa Tengah,Jepara,Nalumsari,Ngetuk,33.20.12.2011
59466,Jawa Tengah,Jepara,Nalumsari,Bedanpete,33.20.12.2012
59466,Jawa Tengah,Jepara,Nalumsari,Muryolobo,33.20.12.2013
59466,Jawa Tengah,Jepara,Nalumsari,Bategede,33.20.12.2014
59466,Jawa Tengah,Jepara,Nalumsari,Dorang,33.20.12.2015
59462,Jawa Tengah,Jepara,Kalinyamatan,Batukali,33.20.13.2001
59462,Jawa Tengah,Jepara,Kalinyamatan,Bandungrejo,33.20.13.2002
59462,Jawa Tengah,Jepara,Kalinyamatan,Banyuputih,33.20.13.2003
59462,Jawa Tengah,Jepara,Kalinyamatan,Pendosawalan,33.20.13.2004
59462,Jawa Tengah,Jepara,Kalinyamatan,Damarjati,33.20.13.2005
59462,Jawa Tengah,Jepara,Kalinyamatan,Purwogondo,33.20.13.2006
59462,Jawa Tengah,Jepara,Kalinyamatan,Margoyoso,33.20.13.2007
59462,Jawa Tengah,Jepara,Kalinyamatan,Sendang,33.20.13.2008
59462,Jawa Tengah,Jepara,Kalinyamatan,Kriyan,33.20.13.2009
59462,Jawa Tengah,Jepara,Kalinyamatan,Robayan,33.20.13.2010
59462,Jawa Tengah,Jepara,Kalinyamatan,Bakalan,33.20.13.2011
59462,Jawa Tengah,Jepara,Kalinyamatan,Manyargading,33.20.13.2012
59457,Jawa Tengah,Jepara,Kembang,Dudakawu,
59457,Jawa Tengah,Jepara,Kembang,Sumanding,33.20.14.2002
59457,Jawa Tengah,Jepara,Kembang,Bucu,33.20.14.2003
59457,Jawa Tengah,Jepara,Kembang,Cepogo,33.20.14.2004
59457,Jawa Tengah,Jepara,Kembang,Pendem,33.20.14.2005
59457,Jawa Tengah,Jepara,Kembang,Jinggotan,33.20.14.2006
59457,Jawa Tengah,Jepara,Kembang,Dermolo,33.20.14.2007
59457,Jawa Tengah,Jepara,Kembang,Kaliaman,33.20.14.2008
59457,Jawa Tengah,Jepara,Kembang,Tubanan,33.20.14.2009
59457,Jawa Tengah,Jepara,Kembang,Balong,33.20.14.2010
59457,Jawa Tengah,Jepara,Kembang,Kancilan,33.20.14.2011
59450,Jawa Tengah,Jepara,Pakis Aji,Lebak,33.20.15.2001
59450,Jawa Tengah,Jepara,Pakis Aji,Bulungan,33.20.15.2002
59450,Jawa Tengah,Jepara,Pakis Aji,Suwawal Timur,33.20.15.2003
59450,Jawa Tengah,Jepara,Pakis Aji,Kawak,33.20.15.2004
59450,Jawa Tengah,Jepara,Pakis Aji,Tanjung,33.20.15.2005
59450,Jawa Tengah,Jepara,Pakis Aji,Plajan,33.20.15.2006
59450,Jawa Tengah,Jepara,Pakis Aji,Slagi,33.20.15.2007
59450,Jawa Tengah,Jepara,Pakis Aji,Mambak,33.20.15.2008
59454,Jawa Tengah,Jepara,Donorojo,Sumberrejo,33.20.16.2001
59454,Jawa Tengah,Jepara,Donorojo,Clering,33.20.16.2002
59454,Jawa Tengah,Jepara,Donorojo,Ujungwatu,33.20.16.2003
59454,Jawa Tengah,Jepara,Donorojo,Banyumanis,33.20.16.2004
59454,Jawa Tengah,Jepara,Donorojo,Tulakan,33.20.16.2005
59454,Jawa Tengah,Jepara,Donorojo,Bandungharjo,33.20.16.2006
59454,Jawa Tengah,Jepara,Donorojo,Blingoh,33.20.16.2007
59454,Jawa Tengah,Jepara,Donorojo,Jugo,33.20.16.2008
59567,Jawa Tengah,Demak,Mranggen,Banyumeneng,33.21.01.2001
59567,Jawa Tengah,Demak,Mranggen,Kebonbatur,33.21.01.2002
59567,Jawa Tengah,Demak,Mranggen,Sumberejo,33.21.01.2003
59567,Jawa Tengah,Demak,Mranggen,Kalitengah,33.21.01.2004
59567,Jawa Tengah,Demak,Mranggen,Kangkung,33.21.01.2005
59567,Jawa Tengah,Demak,Mranggen,Mranggen,33.21.01.2006
59567,Jawa Tengah,Demak,Mranggen,Batursari,33.21.01.2007
59567,Jawa Tengah,Demak,Mranggen,Bandungrejo,33.21.01.2008
59567,Jawa Tengah,Demak,Mranggen,Brumbung,33.21.01.2009
59567,Jawa Tengah,Demak,Mranggen,Kembangarum,33.21.01.2010
59567,Jawa Tengah,Demak,Mranggen,Karangsono,33.21.01.2011
59567,Jawa Tengah,Demak,Mranggen,Tamansari,33.21.01.2012
59567,Jawa Tengah,Demak,Mranggen,Ngemplak,33.21.01.2013
59567,Jawa Tengah,Demak,Mranggen,Menur,33.21.01.2014
59567,Jawa Tengah,Demak,Mranggen,Jamus,33.21.01.2015
59567,Jawa Tengah,Demak,Mranggen,Wringinjajar,33.21.01.2016
59567,Jawa Tengah,Demak,Mranggen,Waru,33.21.01.2017
59567,Jawa Tengah,Demak,Mranggen,Tegalarum,33.21.01.2018
59567,Jawa Tengah,Demak,Mranggen,Candisari,33.21.01.2019
59566,Jawa Tengah,Demak,Karangawen,Jragung,33.21.02.2001
59566,Jawa Tengah,Demak,Karangawen,Wonosekar,33.21.02.2002
59566,Jawa Tengah,Demak,Karangawen,Margohayu,33.21.02.2003
59566,Jawa Tengah,Demak,Karangawen,Teluk,33.21.02.2004
59566,Jawa Tengah,Demak,Karangawen,Tlogorejo,33.21.02.2005
59566,Jawa Tengah,Demak,Karangawen,Rejosari,33.21.02.2006
59566,Jawa Tengah,Demak,Karangawen,Karangawen,33.21.02.2007
59566,Jawa Tengah,Demak,Karangawen,Kuripan,33.21.02.2008
59566,Jawa Tengah,Demak,Karangawen,Bumirejo,33.21.02.2009
59566,Jawa Tengah,Demak,Karangawen,Brambang,33.21.02.2010
59566,Jawa Tengah,Demak,Karangawen,Sidorejo,33.21.02.2011
59566,Jawa Tengah,Demak,Karangawen,Pundenarum,33.21.02.2012
59565,Jawa Tengah,Demak,Guntur,Blerong,33.21.03.2001
59565,Jawa Tengah,Demak,Guntur,Banjarejo,33.21.03.2002
59565,Jawa Tengah,Demak,Guntur,Wonorejo,33.21.03.2003
59565,Jawa Tengah,Demak,Guntur,Sarirejo,33.21.03.2004
59565,Jawa Tengah,Demak,Guntur,Pamongan,33.21.03.2005
59565,Jawa Tengah,Demak,Guntur,Tlogoweru,33.21.03.2006
59565,Jawa Tengah,Demak,Guntur,Bogosari,33.21.03.2007
59565,Jawa Tengah,Demak,Guntur,Sukorejo,33.21.03.2008
59565,Jawa Tengah,Demak,Guntur,Sidokumpul,33.21.03.2009
59565,Jawa Tengah,Demak,Guntur,Gaji,33.21.03.2010
59565,Jawa Tengah,Demak,Guntur,Krandon,33.21.03.2011
59565,Jawa Tengah,Demak,Guntur,Tangkis,33.21.03.2012
59565,Jawa Tengah,Demak,Guntur,Temuroso,33.21.03.2013
59565,Jawa Tengah,Demak,Guntur,Bakalrejo,33.21.03.2014
59565,Jawa Tengah,Demak,Guntur,Guntur,33.21.03.2015
59565,Jawa Tengah,Demak,Guntur,Bumiharjo,33.21.03.2016
59565,Jawa Tengah,Demak,Guntur,Tlogorejo,33.21.03.2017
59565,Jawa Tengah,Demak,Guntur,Trimulyo,33.21.03.2018
59565,Jawa Tengah,Demak,Guntur,Sidoharjo,33.21.03.2019
59565,Jawa Tengah,Demak,Guntur,Turitempel,33.21.03.2020
59563,Jawa Tengah,Demak,Sayung,Bulusari,33.21.04.2001
59563,Jawa Tengah,Demak,Sayung,Dombo,33.21.04.2002
59563,Jawa Tengah,Demak,Sayung,Jetaksari,33.21.04.2003
59563,Jawa Tengah,Demak,Sayung,Kalisari,33.21.04.2004
59563,Jawa Tengah,Demak,Sayung,Karangasem,33.21.04.2005
59563,Jawa Tengah,Demak,Sayung,Prampelan,33.21.04.2006
59563,Jawa Tengah,Demak,Sayung,Pilangsari,33.21.04.2007
59563,Jawa Tengah,Demak,Sayung,Tambakroto,33.21.04.2008
59563,Jawa Tengah,Demak,Sayung,Loireng,33.21.04.2009
59563,Jawa Tengah,Demak,Sayung,Sayung,33.21.04.2010
59563,Jawa Tengah,Demak,Sayung,Sriwulan,33.21.04.2011
59563,Jawa Tengah,Demak,Sayung,Bedono,33.21.04.2012
59563,Jawa Tengah,Demak,Sayung,Purwosari,33.21.04.2013
