kode_pos,provinsi,kota_kabupaten,kecamatan,kelurahan_desa,kelurahan_desa_id
23773,Aceh,Aceh Selatan,Bakongan,Keude Bakongan,11.01.01.2001
23773,Aceh,Aceh Selatan,Bakongan,Ujong Mangki,11.01.01.2002
23773,Aceh,Aceh Selatan,Bakongan,Ujong Padang,11.01.01.2003
23773,Aceh,Aceh Selatan,Bakongan,Gampong Drien,11.01.01.2004
23773,Aceh,Aceh Selatan,Bakongan,Darul Ikhsan,11.01.01.2015
23773,Aceh,Aceh Selatan,Bakongan,Padang Beurahan,11.01.01.2016
23773,Aceh,Aceh Selatan,Bakongan,Gampong Baro,11.01.01.2017
23771,Aceh,Aceh Selatan,Kluet Utara,Fajar Harapan,11.01.02.2001
23771,Aceh,Aceh Selatan,Kluet Utara,Krueng Batee,11.01.02.2002
23771,Aceh,Aceh Selatan,Kluet Utara,Pasi Kuala Asahan,11.01.02.2003
23771,Aceh,Aceh Selatan,Kluet Utara,Gunung Pulo,
23771,Aceh,Aceh Selatan,Kluet Utara,Pulo Ie I,11.01.02.2005
23771,Aceh,Aceh Selatan,Kluet Utara,Jambo Manyang,11.01.02.2006
23771,Aceh,Aceh Selatan,Kluet Utara,Simpang Empat,11.01.02.2007
23771,Aceh,Aceh Selatan,Kluet Utara,Limau Purut,11.01.02.2008
23771,Aceh,Aceh Selatan,Kluet Utara,Pulo Kambing,11.01.02.2009
23771,Aceh,Aceh Selatan,Kluet Utara,Kampung Paya,11.01.02.2010
23771,Aceh,Aceh Selatan,Kluet Utara,Krueng Batu,11.01.02.2011
23771,Aceh,Aceh Selatan,Kluet Utara,Krueng Kluet,11.01.02.2012
23771,Aceh,Aceh Selatan,Kluet Utara,Alur Mas,11.01.02.2013
23771,Aceh,Aceh Selatan,Kluet Utara,Kampung Tinggi,11.01.02.2014
23771,Aceh,Aceh Selatan,Kluet Utara,Ruak,11.01.02.2015
23771,Aceh,Aceh Selatan,Kluet Utara,Simpang Lhee,11.01.02.2016
23771,Aceh,Aceh Selatan,Kluet Utara,Suaq Geuringgeng,11.01.02.2017
23771,Aceh,Aceh Selatan,Kluet Utara,Pasi Kuala Ba'u,11.01.02.2018
23771,Aceh,Aceh Selatan,Kluet Utara,Kedai Padang,11.01.02.2019
23771,Aceh,Aceh Selatan,Kluet Utara,Kotafajar,11.01.02.2020
23771,Aceh,Aceh Selatan,Kluet Utara,Gunung Pudung,11.01.02.2021
23772,Aceh,Aceh Selatan,Kluet Selatan,Suaq Bakung,11.01.03.2001
23772,Aceh,Aceh Selatan,Kluet Selatan,Rantau Binuang,11.01.03.2002
23772,Aceh,Aceh Selatan,Kluet Selatan,Barat Daya,11.01.03.2003
23772,Aceh,Aceh Selatan,Kluet Selatan,Sialang,11.01.03.2004
23772,Aceh,Aceh Selatan,Kluet Selatan,Kapeh,11.01.03.2005
23772,Aceh,Aceh Selatan,Kluet Selatan,Pulo Ie,11.01.03.2006
23772,Aceh,Aceh Selatan,Kluet Selatan,Kedai Runding,11.01.03.2007
23772,Aceh,Aceh Selatan,Kluet Selatan,Kedai Kandang,11.01.03.2008
23772,Aceh,Aceh Selatan,Kluet Selatan,Gampong Luar,11.01.03.2009
23772,Aceh,Aceh Selatan,Kluet Selatan,Ujung,11.01.03.2010
23772,Aceh,Aceh Selatan,Kluet Selatan,Jua,11.01.03.2011
23772,Aceh,Aceh Selatan,Kluet Selatan,Pasi Meurapat,11.01.03.2012
23772,Aceh,Aceh Selatan,Kluet Selatan,Ujung Pasir,11.01.03.2013
23772,Aceh,Aceh Selatan,Kluet Selatan,Geulumbuk,11.01.03.2014
23772,Aceh,Aceh Selatan,Kluet Selatan,Pasie Lembang,11.01.03.2015
23772,Aceh,Aceh Selatan,Kluet Selatan,Ujung Padang,11.01.03.2016
23772,Aceh,Aceh Selatan,Kluet Selatan,Indra Damai,11.01.03.2017
23761,Aceh,Aceh Selatan,Labuhan Haji,Bakau Hulu,11.01.04.2001
23761,Aceh,Aceh Selatan,Labuhan Haji,Padang Bakau,11.01.04.2002
23761,Aceh,Aceh Selatan,Labuhan Haji,Manggis Harapan,11.01.04.2003
23761,Aceh,Aceh Selatan,Labuhan Haji,Pasar Lama,11.01.04.2004
23761,Aceh,Aceh Selatan,Labuhan Haji,Apha,11.01.04.2005
23761,Aceh,Aceh Selatan,Labuhan Haji,Ujung Batu,11.01.04.2006
23761,Aceh,Aceh Selatan,Labuhan Haji,Pawoh,11.01.04.2007
23761,Aceh,Aceh Selatan,Labuhan Haji,Dalam,11.01.04.2008
23761,Aceh,Aceh Selatan,Labuhan Haji,Palak,
23761,Aceh,Aceh Selatan,Labuhan Haji,Cacang,11.01.04.2010
23761,Aceh,Aceh Selatan,Labuhan Haji,Tengah Pisang,11.01.04.2011
23761,Aceh,Aceh Selatan,Labuhan Haji,Pisang,11.01.04.2012
23761,Aceh,Aceh Selatan,Labuhan Haji,Hulu Pisang,11.01.04.2013
23761,Aceh,Aceh Selatan,Labuhan Haji,Tengah Baru,11.01.04.2014
23761,Aceh,Aceh Selatan,Labuhan Haji,Lembah Baru,11.01.04.2015
23761,Aceh,Aceh Selatan,Labuhan Haji,Padang Baru,11.01.04.2016
23754,Aceh,Aceh Selatan,Meukek,Kuta Buloh II,11.01.05.2001
23754,Aceh,Aceh Selatan,Meukek,Kuta Buloh I,11.01.05.2002
23754,Aceh,Aceh Selatan,Meukek,Ie Dingen,11.01.05.2003
23754,Aceh,Aceh Selatan,Meukek,Drien Jalo,11.01.05.2004
23754,Aceh,Aceh Selatan,Meukek,Jambo Papeun,11.01.05.2005
23754,Aceh,Aceh Selatan,Meukek,Buket Meuh,11.01.05.2006
23754,Aceh,Aceh Selatan,Meukek,Blang Kuala,11.01.05.2007
23754,Aceh,Aceh Selatan,Meukek,Rot Teungoh,11.01.05.2008
23754,Aceh,Aceh Selatan,Meukek,Alue Baro,11.01.05.2009
23754,Aceh,Aceh Selatan,Meukek,Ladang Tuha,11.01.05.2010
23754,Aceh,Aceh Selatan,Meukek,Lhok Mamplam,11.01.05.2011
23754,Aceh,Aceh Selatan,Meukek,Arun Tunggai,11.01.05.2012
23754,Aceh,Aceh Selatan,Meukek,Blang Teungoh,11.01.05.2013
23754,Aceh,Aceh Selatan,Meukek,Blang Bladeh,11.01.05.2014
23754,Aceh,Aceh Selatan,Meukek,Ie Buboh,11.01.05.2015
23754,Aceh,Aceh Selatan,Meukek,Keude Meukek,11.01.05.2016
23754,Aceh,Aceh Selatan,Meukek,Kuta Baro,11.01.05.2017
23754,Aceh,Aceh Selatan,Meukek,Tanjung Harapan,11.01.05.2018
23754,Aceh,Aceh Selatan,Meukek,Labuhan Tarok,11.01.05.2019
23754,Aceh,Aceh Selatan,Meukek,Lhok Aman,11.01.05.2020
23754,Aceh,Aceh Selatan,Meukek,Alue Meutuah,11.01.05.2021
23754,Aceh,Aceh Selatan,Meukek,Ladang Baro,11.01.05.2022
23754,Aceh,Aceh Selatan,Meukek,Labuhan Tarok II,11.01.05.2023
23752,Aceh,Aceh Selatan,Samadua,Dalam,11.01.06.2001
23752,Aceh,Aceh Selatan,Samadua,Subarang,11.01.06.2002
23752,Aceh,Aceh Selatan,Samadua,Kuta Baru,11.01.06.2003
23752,Aceh,Aceh Selatan,Samadua,Gunung Ketek,11.01.06.2004
23752,Aceh,Aceh Selatan,Samadua,Ladang Panton Luas,11.01.06.2005
23752,Aceh,Aceh Selatan,Samadua,Madat,11.01.06.2006
23752,Aceh,Aceh Selatan,Samadua,Alur Seumerah,11.01.06.2007
23752,Aceh,Aceh Selatan,Samadua,Tengah,11.01.06.2008
23752,Aceh,Aceh Selatan,Samadua,Gunung Cut,11.01.06.2009
23752,Aceh,Aceh Selatan,Samadua,Alur Pinang,11.01.06.2010
23752,Aceh,Aceh Selatan,Samadua,Kuta Blang,11.01.06.2011
23752,Aceh,Aceh Selatan,Samadua,Batee Tunggai,11.01.06.2012
23752,Aceh,Aceh Selatan,Samadua,Ujung Tanah,11.01.06.2013
23752,Aceh,Aceh Selatan,Samadua,Ujung Kampung,11.01.06.2014
23752,Aceh,Aceh Selatan,Samadua,Jilatang,11.01.06.2015
23752,Aceh,Aceh Selatan,Samadua,Luar,11.01.06.2016
23752,Aceh,Aceh Selatan,Samadua,Lubuk Layu,11.01.06.2017
23752,Aceh,Aceh Selatan,Samadua,Suaq Hulu,11.01.06.2018
23752,Aceh,Aceh Selatan,Samadua,Tampang,11.01.06.2019
23752,Aceh,Aceh Selatan,Samadua,Payonan Gadang,11.01.06.2020
23752,Aceh,Aceh Selatan,Samadua,Gadang,11.01.06.2021
23752,Aceh,Aceh Selatan,Samadua,Baru,11.01.06.2022
23752,Aceh,Aceh Selatan,Samadua,Ladang Kasik Putih,11.01.06.2023
23752,Aceh,Aceh Selatan,Samadua,Air Sialang Hilir.,
23752,Aceh,Aceh Selatan,Samadua,Air Sialang Hulu,11.01.06.2025
23752,Aceh,Aceh Selatan,Samadua,Air Sialang Tengah,11.01.06.2026
23752,Aceh,Aceh Selatan,Samadua,Balai,11.01.06.2027
23752,Aceh,Aceh Selatan,Samadua,Arafah,11.01.06.2028
23753,Aceh,Aceh Selatan,Sawang,Sikulat,11.01.07.2001
23753,Aceh,Aceh Selatan,Sawang,Sawang I,11.01.07.2002
23753,Aceh,Aceh Selatan,Sawang,Meuligo,11.01.07.2003
23753,Aceh,Aceh Selatan,Sawang,Lhok Pawoh,11.01.07.2004
23753,Aceh,Aceh Selatan,Sawang,Sawang II,11.01.07.2005
23753,Aceh,Aceh Selatan,Sawang,Ujung Karang,11.01.07.2006
23753,Aceh,Aceh Selatan,Sawang,Trieng Meuduro Baroh,11.01.07.2007
23753,Aceh,Aceh Selatan,Sawang,Trieng Meuduro Tunong,11.01.07.2008
23753,Aceh,Aceh Selatan,Sawang,Panton Luas,11.01.07.2009
23753,Aceh,Aceh Selatan,Sawang,Simpang Tiga,11.01.07.2010
23753,Aceh,Aceh Selatan,Sawang,Kuta Baro,11.01.07.2011
23753,Aceh,Aceh Selatan,Sawang,Blang Geulinggang,11.01.07.2012
23753,Aceh,Aceh Selatan,Sawang,Mutiara,11.01.07.2013
23753,Aceh,Aceh Selatan,Sawang,Ujung Padang,11.01.07.2014
23753,Aceh,Aceh Selatan,Sawang,Sawang Ba'u,11.01.07.2015
23718,Aceh,Aceh Selatan,Tapaktuan,Lhok Keutapang,11.01.08.2001
23717,Aceh,Aceh Selatan,Tapaktuan,Hilir,11.01.08.2002
23713,Aceh,Aceh Selatan,Tapaktuan,Padang,11.01.08.2003
23714,Aceh,Aceh Selatan,Tapaktuan,Hulu,11.01.08.2004
23716,Aceh,Aceh Selatan,Tapaktuan,Jambo Apha,11.01.08.2005
23712,Aceh,Aceh Selatan,Tapaktuan,Tepi Air,11.01.08.2006
23711,Aceh,Aceh Selatan,Tapaktuan,Pasar,11.01.08.2007
23715,Aceh,Aceh Selatan,Tapaktuan,Lhok Bengkuang,11.01.08.2008
23711,Aceh,Aceh Selatan,Tapaktuan,Panton Luas,11.01.08.2009
23711,Aceh,Aceh Selatan,Tapaktuan,Gunung Kerambil,11.01.08.2010
23711,Aceh,Aceh Selatan,Tapaktuan,Air Berudang,11.01.08.2011
23711,Aceh,Aceh Selatan,Tapaktuan,Batu Itam,11.01.08.2012
23711,Aceh,Aceh Selatan,Tapaktuan,Panjupian,11.01.08.2013
23711,Aceh,Aceh Selatan,Tapaktuan,Lhok Rukam,11.01.08.2014
23711,Aceh,Aceh Selatan,Tapaktuan,Air Pinang,11.01.08.2015
23712,Aceh,Aceh Selatan,Tapaktuan,Lhok Bengkuang Timur,11.01.08.2016
23774,Aceh,Aceh Selatan,Trumon,Keude Trumon,11.01.09.2001
23774,Aceh,Aceh Selatan,Trumon,Ujong Tanoh,11.01.09.2002
23774,Aceh,Aceh Selatan,Trumon,Sigleng,11.01.09.2003
23774,Aceh,Aceh Selatan,Trumon,Ie Meudama,11.01.09.2004
23774,Aceh,Aceh Selatan,Trumon,Tuepin Tinggi,
23774,Aceh,Aceh Selatan,Trumon,Kuta Baro,11.01.09.2006
23774,Aceh,Aceh Selatan,Trumon,Panton Bilie,11.01.09.2007
23774,Aceh,Aceh Selatan,Trumon,Kuta Padang,11.01.09.2012
23774,Aceh,Aceh Selatan,Trumon,Raket,11.01.09.2013
23774,Aceh,Aceh Selatan,Trumon,Gampong Teungoh,11.01.09.2014
23774,Aceh,Aceh Selatan,Trumon,Seuneubok Jaya,11.01.09.2015
23774,Aceh,Aceh Selatan,Trumon,Padang Harapan,11.01.09.2016
23755,Aceh,Aceh Selatan,Pasi Raja,Ladang Teungoh,11.01.10.2001
23755,Aceh,Aceh Selatan,Pasi Raja,Pucok Krueng,11.01.10.2002
23755,Aceh,Aceh Selatan,Pasi Raja,Silolo,11.01.10.2003
23755,Aceh,Aceh Selatan,Pasi Raja,Kampung Baru,11.01.10.2004
23755,Aceh,Aceh Selatan,Pasi Raja,Panton Bili,11.01.10.2005
23755,Aceh,Aceh Selatan,Pasi Raja,Paya Ateuk,11.01.10.2006
23755,Aceh,Aceh Selatan,Pasi Raja,Ladang Tuha,11.01.10.2007
23755,Aceh,Aceh Selatan,Pasi Raja,Mata Ie,11.01.10.2008
23755,Aceh,Aceh Selatan,Pasi Raja,Ujong Batee,11.01.10.2009
23755,Aceh,Aceh Selatan,Pasi Raja,Lhok Sialang Cut,11.01.10.2010
23755,Aceh,Aceh Selatan,Pasi Raja,Seuneubok,11.01.10.2011
23755,Aceh,Aceh Selatan,Pasi Raja,Ie Mirah,11.01.10.2012
23755,Aceh,Aceh Selatan,Pasi Raja,Pasie Rasian,11.01.10.2013
23755,Aceh,Aceh Selatan,Pasi Raja,Ujung Padang Rasian,11.01.10.2014
23755,Aceh,Aceh Selatan,Pasi Raja,Krueng Kalee,11.01.10.2015
23755,Aceh,Aceh Selatan,Pasi Raja,Lhok Sialang Rayeuk,11.01.10.2016
23755,Aceh,Aceh Selatan,Pasi Raja,Gampong Baro,11.01.10.2017
23755,Aceh,Aceh Selatan,Pasi Raja,Teupin Gajah,11.01.10.2018
23755,Aceh,Aceh Selatan,Pasi Raja,Ujung Padang Asahan,11.01.10.2019
23755,Aceh,Aceh Selatan,Pasi Raja,Pulo Ie II,11.01.10.2020
23755,Aceh,Aceh Selatan,Pasi Raja,Pante Raja,11.01.10.2021
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Tengah Peulumat,11.01.11.2001
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Paya Peulumat,11.01.11.2002
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Padang Peulumat,11.01.11.2003
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Aur Peulumat,11.01.11.2004
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Limau Saring,11.01.11.2005
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Beutong,11.01.11.2006
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Peuneulop,11.01.11.2007
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Gunung Rotan,11.01.11.2008
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Keumumu Hilir,11.01.11.2009
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Keumumu Hulu,11.01.11.2010
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Keumumu Seberang,11.01.11.2011
23758,Aceh,Aceh Selatan,Labuhan Haji Timur,Sawang Indah,11.01.11.2012
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Tutong,11.01.12.2001
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Teungoh Iboh,11.01.12.2002
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Peulokan,11.01.12.2003
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Kuta Iboh,11.01.12.2004
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Ujung Padang,11.01.12.2005
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Blang Baru,11.01.12.2006
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Blang Poroh,11.01.12.2007
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Pulo Ie,11.01.12.2008
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Suak Lokan,11.01.12.2009
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Iku Lhueng,11.01.12.2010
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Kuta Trieng,11.01.12.2011
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Pante Geulima,11.01.12.2012
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Panton Pawoh,11.01.12.2013
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Batee Meucanang,11.01.12.2014
23757,Aceh,Aceh Selatan,Labuhan Haji Barat,Panton Rubek,11.01.12.2015
23770,Aceh,Aceh Selatan,Kluet Tengah,Koto,11.01.13.2001
23770,Aceh,Aceh Selatan,Kluet Tengah,Alur Keujrun,11.01.13.2002
23770,Aceh,Aceh Selatan,Kluet Tengah,Jambo Papan,11.01.13.2003
23770,Aceh,Aceh Selatan,Kluet Tengah,Malaka,11.01.13.2004
23770,Aceh,Aceh Selatan,Kluet Tengah,Koto Indarung,11.01.13.2005
23770,Aceh,Aceh Selatan,Kluet Tengah,Siurai-Urai,11.01.13.2006
23770,Aceh,Aceh Selatan,Kluet Tengah,Kampung Sawah,11.01.13.2007
23770,Aceh,Aceh Selatan,Kluet Tengah,Kampung Padang,11.01.13.2008
23770,Aceh,Aceh Selatan,Kluet Tengah,Pulo Air,11.01.13.2009
23770,Aceh,Aceh Selatan,Kluet Tengah,Lawe Melang,11.01.13.2010
23770,Aceh,Aceh Selatan,Kluet Tengah,Mersak,11.01.13.2011
23770,Aceh,Aceh Selatan,Kluet Tengah,Simpang Dua,11.01.13.2012
23770,Aceh,Aceh Selatan,Kluet Tengah,Simpang Tiga,11.01.13.2013
23779,Aceh,Aceh Selatan,Kluet Timur,Paya Dapur,11.01.14.2001
23779,Aceh,Aceh Selatan,Kluet Timur,Sapik,11.01.14.2002
23779,Aceh,Aceh Selatan,Kluet Timur,Alai,11.01.14.2003
23779,Aceh,Aceh Selatan,Kluet Timur,Durian Kawan,11.01.14.2004
23779,Aceh,Aceh Selatan,Kluet Timur,Lawe Sawah,11.01.14.2005
23779,Aceh,Aceh Selatan,Kluet Timur,Lawe Buluh Didi,11.01.14.2006
23779,Aceh,Aceh Selatan,Kluet Timur,Pucuk Lembang,11.01.14.2007
23779,Aceh,Aceh Selatan,Kluet Timur,Paya Laba,11.01.14.2008
23779,Aceh,Aceh Selatan,Kluet Timur,Lawe Cimanok,11.01.14.2009
23777,Aceh,Aceh Selatan,Bakongan Timur,Pasie Seubadeh,11.01.15.2001
23777,Aceh,Aceh Selatan,Bakongan Timur,Ladang Rimba,11.01.15.2002
23777,Aceh,Aceh Selatan,Bakongan Timur,Ujong Pulo Rayeuk,11.01.15.2003
23777,Aceh,Aceh Selatan,Bakongan Timur,Sawah Tingkeum,11.01.15.2004
23777,Aceh,Aceh Selatan,Bakongan Timur,Simpang,11.01.15.2005
23777,Aceh,Aceh Selatan,Bakongan Timur,Ujong Pulo Cut,11.01.15.2006
23777,Aceh,Aceh Selatan,Bakongan Timur,Seuleukat,11.01.15.2008
23776,Aceh,Aceh Selatan,Trumon Timur,Pinto Rimba,11.01.16.2005
23776,Aceh,Aceh Selatan,Trumon Timur,Krueng Luas,11.01.16.2006
23776,Aceh,Aceh Selatan,Trumon Timur,Jambo Dalem,11.01.16.2007
23776,Aceh,Aceh Selatan,Trumon Timur,Kapa Sesak,11.01.16.2008
23776,Aceh,Aceh Selatan,Trumon Timur,Seuneubok Punto,11.01.16.2009
23776,Aceh,Aceh Selatan,Trumon Timur,Seuneubok Pusaka,11.01.16.2010
23776,Aceh,Aceh Selatan,Trumon Timur,Alur Bujok,11.01.16.2011
23776,Aceh,Aceh Selatan,Trumon Timur,Titi Poben,11.01.16.2012
23778,Aceh,Aceh Selatan,Bahagia,Buket Gadeng,11.01.17.2001
23778,Aceh,Aceh Selatan,Bahagia,Rambong,11.01.17.2002
23778,Aceh,Aceh Selatan,Bahagia,Seuneubok Keuranji,11.01.17.2003
23778,Aceh,Aceh Selatan,Bahagia,Seuneubok Alur Buloh,11.01.17.2004
23778,Aceh,Aceh Selatan,Bahagia,Ujong Tanoh,11.01.17.2005
23778,Aceh,Aceh Selatan,Bahagia,Ujong Gunong Cut,11.01.17.2006
23778,Aceh,Aceh Selatan,Bahagia,Ujong Gunung Rayeuk,11.01.17.2007
23778,Aceh,Aceh Selatan,Bahagia,Beutong,11.01.17.2008
23778,Aceh,Aceh Selatan,Bahagia,Jambo Keupok,11.01.17.2009
23778,Aceh,Aceh Selatan,Bahagia,Alurduamas,11.01.17.2010
23775,Aceh,Aceh Selatan,Trumon Tengah,Ladang Rimba,11.01.18.2001
23775,Aceh,Aceh Selatan,Trumon Tengah,Gunong Kapho,11.01.18.2002
23775,Aceh,Aceh Selatan,Trumon Tengah,Kampong Teungoh,11.01.18.2003
23775,Aceh,Aceh Selatan,Trumon Tengah,Krueng Batee,11.01.18.2004
23775,Aceh,Aceh Selatan,Trumon Tengah,Pulo Paya,11.01.18.2005
23775,Aceh,Aceh Selatan,Trumon Tengah,Jambo Papeun,11.01.18.2006
23775,Aceh,Aceh Selatan,Trumon Tengah,Cot Bayu,11.01.18.2007
23775,Aceh,Aceh Selatan,Trumon Tengah,Naca,11.01.18.2008
23775,Aceh,Aceh Selatan,Trumon Tengah,Ie Jeureuneh,11.01.18.2009
23775,Aceh,Aceh Selatan,Trumon Tengah,Lhok Raya,11.01.18.2010
24661,Aceh,Aceh Tenggara,Lawe Alas,Engkeran,11.02.01.2001
24661,Aceh,Aceh Tenggara,Lawe Alas,Rumah Kampung,11.02.01.2002
24661,Aceh,Aceh Tenggara,Lawe Alas,Pasir Bangun,11.02.01.2004
24661,Aceh,Aceh Tenggara,Lawe Alas,Kubu,11.02.01.2006
24661,Aceh,Aceh Tenggara,Lawe Alas,Lawe Kongker,11.02.01.2007
24661,Aceh,Aceh Tenggara,Lawe Alas,Kuta Cingkam II,11.02.01.2008
24661,Aceh,Aceh Tenggara,Lawe Alas,Muara Baru,11.02.01.2009
24661,Aceh,Aceh Tenggara,Lawe Alas,Kuta Batu I,11.02.01.2011
24661,Aceh,Aceh Tenggara,Lawe Alas,Kuta Cingkam I,11.02.01.2012
24661,Aceh,Aceh Tenggara,Lawe Alas,Kuta Batu II,11.02.01.2013
24661,Aceh,Aceh Tenggara,Lawe Alas,Lawe Sempilang,11.02.01.2014
24661,Aceh,Aceh Tenggara,Lawe Alas,Prapat Batu Nunggul,11.02.01.2015
24661,Aceh,Aceh Tenggara,Lawe Alas,Pulo Sepang,11.02.01.2016
24661,Aceh,Aceh Tenggara,Lawe Alas,Rih Mbelang,11.02.01.2017
24661,Aceh,Aceh Tenggara,Lawe Alas,Kute Batu Baru,11.02.01.2018
24661,Aceh,Aceh Tenggara,Lawe Alas,Darul Amin,11.02.01.2019
24661,Aceh,Aceh Tenggara,Lawe Alas,Lawe Lubang Indah,11.02.01.2020
24661,Aceh,Aceh Tenggara,Lawe Alas,Batu Hamparan,11.02.01.2021
24661,Aceh,Aceh Tenggara,Lawe Alas,Paye Munje,11.02.01.2022
24661,Aceh,Aceh Tenggara,Lawe Alas,Pulo Ndapdap,
24661,Aceh,Aceh Tenggara,Lawe Alas,Pasir Nunggul,11.02.01.2024
24661,Aceh,Aceh Tenggara,Lawe Alas,Cingkham Mekhanggun,11.02.01.2025
24661,Aceh,Aceh Tenggara,Lawe Alas,Pintu Khimbe,11.02.01.2026
24661,Aceh,Aceh Tenggara,Lawe Alas,Lawe Kongker Hilir,11.02.01.2027
24661,Aceh,Aceh Tenggara,Lawe Alas,Pulo Gadung,11.02.01.2028
24661,Aceh,Aceh Tenggara,Lawe Alas,Pasikh Pehkmate,11.02.01.2029
24661,Aceh,Aceh Tenggara,Lawe Alas,Pasikh Nunang,11.02.01.2030
24661,Aceh,Aceh Tenggara,Lawe Alas,Deleng Kukusen,11.02.01.2031
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Bukit Merdeka,11.02.02.2001
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Darul Aman,11.02.02.2002
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Kesumpat,11.02.02.2003
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Gabungan,11.02.02.2004
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala II,11.02.02.2005
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Timur,11.02.02.2006
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Barat,11.02.02.2007
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Suka Damai,11.02.02.2008
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Kute Tengah,11.02.02.2009
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Tanah Baru,11.02.02.2010
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Kedataran Gabungan,11.02.02.2011
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Gabungan Parsaroan,11.02.02.2012
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning Gabungan,11.02.02.2013
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning Aman,11.02.02.2014
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Suka Maju,11.02.02.2015
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Makmur,11.02.02.2016
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Persatuan,11.02.02.2017
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Serke,11.02.02.2018
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Rakat,11.02.02.2019
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Suka Jaya,11.02.02.2020
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Enmiya Batu Dua Ratus,11.02.02.2021
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Sebungke,11.02.02.2022
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Bukit Sepakat,11.02.02.2023
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning Sepakat,11.02.02.2024
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning I,11.02.02.2025
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Gaya Jaya,11.02.02.2026
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Gelah Musara,11.02.02.2027
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Mulie Dame,11.02.02.2028
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning Hakhapen,11.02.02.2029
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Karya Indah,11.02.02.2030
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Kayu Mbelin,11.02.02.2031
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Barat Jaya,11.02.02.2032
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Lawe Pekhidinen,11.02.02.2033
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Kertimbang,11.02.02.2034
24676,Aceh,Aceh Tenggara,Lawe Sigala-Gala,Ndauh Nitenggo,11.02.02.2035
24672,Aceh,Aceh Tenggara,Bambel,Bambel Gabungan,11.02.03.2001
24672,Aceh,Aceh Tenggara,Bambel,Kisam,
