kota_kabupaten_id,nama,url
7415,Kabupaten Buton Selatan,
7471,Kota Kendari,https://kendarikota.go.id
7472,Kota Bau Bau,https://baubaukota.go.id
7501,Kabupaten Gorontalo,https://gorontalokab.go.id
7502,Kabupaten Boalemo,https://boalemokab.go.id
7503,Kabupaten Bone Bolango,
7504,Kabupaten Pohuwato,https://pohuwatokab.go.id
7505,Kabupaten Gorontalo Utara,
7571,Kota Gorontalo,http://gorontalokota.go.id
7601,Kabupaten Pasangkayu,https://pasangkayukab.go.id
7602,Kabupaten Mamuju,http://mamujukab.go.id
7603,Kabupaten Mamasa,https://mamasakab.go.id
7604,Kabupaten Polewali Mandar,
7605,Kabupaten Majene,https://majenekab.go.id
7606,Kabupaten Mamuju Tengah,https://mamujutengahkab.go.id
8101,Kabupaten Maluku Tengah,
8102,Kabupaten Maluku Tenggara,https://malukutenggarakab.go.id
8103,Kabupaten Kepulauan Tanimbar,
8104,Kabupaten Buru,https://burukab.go.id
8105,Kabupaten Seram Bagian Timur,https://serambagiantimurkab.go.id
8106,Kabupaten Seram Bagian Barat,
8107,Kabupaten Kepulauan Aru,https://kepulauanarukab.go.id
8108,Kabupaten Maluku Barat Daya,https://malukubaratdayakab.go.id
8109,Kabupaten Buru Selatan,
8171,Kota Ambon,
8172,Kota Tual,
8201,Kabupaten Halmahera Barat,
8202,Kabupaten Halmahera Tengah,
8203,Kabupaten Halmahera Utara,https://halmaherautarakab.go.id
8204,Kabupaten Halmahera Selatan,https://halmaheraselatankab.go.id
8205,Kabupaten Kepulauan Sula,https://kepulauansulakab.go.id
8206,Kabupaten Halmahera Timur,
8207,Kabupaten Pulau Morotai,https://pulaumorotaikab.go.id
8208,Kabupaten Pulau Taliabu,
8271,Kota Ternate,https://ternatekota.go.id
8272,Kota Tidore Kepulauan,
9103,Kabupaten Jayapura,https://jayapurakab.go.id
9105,Kabupaten Kepulauan Yapen,
9106,Kabupaten Biak Numfor,
9110,Kabupaten Sarmi,https://sarmikab.go.id/main
9111,Kabupaten Keerom,https://keeromkab.go.id/v6
9115,Kabupaten Waropen,https://waropenkab.go.id
9119,Kabupaten Supiori,https://supiorikab.go.id
9120,Kabupaten Mamberamo Raya,https://mamberamorayakab.go.id
9171,Kota Jayapura,https://jayapurakota.go.id
9202,Kabupaten Manokwari,https://manokwarikab.go.id
9203,Kabupaten Fak Fak,https://fakfakkab.go.id
9206,Kabupaten Teluk Bintuni,http://portal.telukbintunikab.go.id
9207,Kabupaten Teluk Wondama,
9208,Kabupaten Kaimana,https://kaimanakab.go.id
9211,Kabupaten Manokwari Selatan,
9212,Kabupaten Pegunungan Arfak,
9301,Kabupaten Merauke,https://merauke.go.id
9302,Kabupaten Boven Digoel,https://bovendigoelkab.go.id
9303,Kabupaten Mappi,https://mappikab.go.id
9304,Kabupaten Asmat,https://portal.asmatkab.go.id
9401,Kabupaten Nabire,https://nabirekab.go.id/portal
9402,Kabupaten Puncak Jaya,https://puncakjayakab.go.id
9403,Kabupaten Paniai,https://paniaikab.go.id
9404,Kabupaten Mimika,https://mimikakab.go.id
9405,Kabupaten Puncak,https://puncakkab.go.id
9406,Kabupaten Dogiyai,https://dogiyaikab.go.id
9407,Kabupaten Intan Jaya,
9408,Kabupaten Deiyai,https://new.deiyaikab.go.id
9501,Kabupaten Jayawijaya,https://jayawijayakab.go.id
9502,Kabupaten Pegunungan Bintang,
9503,Kabupaten Yahukimo,https://yahukimokab.go.id
9504,Kabupaten Tolikara,https://tolikarakab.go.id
9505,Kabupaten Mamberamo Tengah,https://mamberamotengahkab.go.id
9506,Kabupaten Yalimo,
9507,Kabupaten Lanny Jaya,
9508,Kabupaten Nduga,https://ndugakab.go.id
9601,Kabupaten Sorong,https://sorongkab.go.id
9602,Kabupaten Sorong Selatan,https://sorongselatankab.go.id/home
9603,Kabupaten Raja Ampat,https://rajaampatkab.go.id
9604,Kabupaten Tambrauw,https://tambrauwkab.go.id
9605,Kabupaten Maybrat,https://maybratkab.go.id/beranda
9671,Kota Sorong,https://web.sorongkota.go.id/
